episode,scene,texts,gold_standard
Episode 716: The One With The Truth About London," Monica and Chandler's, Monica and Chandler are eating lunch as Joey enters.","[['Chandler', '(To Monica) Y’know, we haven’t found anybody else.'], ['Monica', 'It might be kinda cool.']]",1
Episode 716: The One With The Truth About London," Central Perk, Phoebe, Chandler, and Monica are there.","[['Chandler', 'Hey!'], ['Monica', 'You did it! You got ordained?!']]",1
Episode 716: The One With The Truth About London," Central Perk, Phoebe, Chandler, and Monica are there.","[['Chandler', 'Okay.'], ['Monica', 'Yeah!']]",0
Episode 716: The One With The Truth About London," Monica and Chandler's, Phoebe, Joey, Chandler, and Monica are returning from
Central Perk.","[['Chandler', '(answering the door) Hey!'], ['Monica', '(standing outside) Cute PJ’s! You’re really livin’ it up\nhere in London huh?'], ['Chandler', ""Well I was… I wasn't exactly expecting company after…(He looks\nat his watch.) 9:15.""], ['Monica', '(entering) Is Joey here?'], ['Chandler', 'Well, last time I saw him he was heading out the door with the\nbridesmaid and a bucket of strawberries. So uh, you’re not still upset about\nwhat that guy told ya are ya?'], ['Monica', 'Wouldn’t you be?'], ['Chandler', 'Well, look it’s been a really emotional time y’know, and\nyou’ve had a lot to drink. And you’ve just got to let that go okay? I\nmean you were the most beautiful woman in the room tonight!'], ['Monica', 'Really?'], ['Chandler', 'You kidding? You’re the most beautiful woman in most rooms…\n(She jumps up and kisses him.) (Breaking the kiss.) Whoa! Whoa! Whoa! What’s going\non? You and I just made out! You and I are making out?'], ['Monica', 'Well, not anymore.'], ['Chandler', 'But we don’t do that.'], ['Monica', 'I know, I just thought it would be fun.'], ['Chandler', 'How drunk are you?'], ['Monica', 'Drunk enough to know that I want to do this. Not so drunk that you\nshould feel guilty about taking advantage.'], ['Chandler', '(thinks) That’s the perfect amount!'], ['Monica', 'Okay!']]",0
Episode 716: The One With The Truth About London," Monica and Chandler's, Phoebe, Joey, Chandler, and Monica are returning from
Central Perk.","[['Monica', '(breaking the kiss) Y’know what’s weird?'], ['Chandler', 'What?'], ['Monica', 'This doesn’t feel weird!'], ['Chandler', 'I know.'], ['Monica', 'You’re a really good kisser.'], ['Chandler', 'Well, I have kissed over four women. (They kiss again.) Do you wanna\nget under the covers?'], ['Monica', 'Hm-hmm!'], ['Chandler', 'Okay!']]",1
Episode 716: The One With The Truth About London," Monica and Chandler's, Phoebe, Joey, Chandler, and Monica are returning from
Central Perk.","[['Monica', 'Wow! You are really fast!'], ['Chandler', 'It bodes well for me that speed impresses you.'], ['Monica', 'We’re gonna see each other naked.'], ['Chandler', 'Yep!'], ['Monica', 'Do you wanna do it at the same time?'], ['Chandler', 'Count of three?'], ['Monica', 'One!'], ['Chandler', 'Two!'], ['Monica', 'Two!']]",1
Episode 716: The One With The Truth About London," Monica and Chandler's, Phoebe, Joey, Chandler, and Monica are returning from
Central Perk.","[['Chandler', 'Well I think it’s safe to say that our friendship is effectively\nruined.'], ['Monica', 'Eh, we weren’t that close anyway!'], ['Chandler', 'Eh!']]",1
Episode 716: The One With The Truth About London," Monica and Chandler's, Phoebe, Joey, Chandler, and Monica are returning from
Central Perk.","[['Monica', 'What?!'], ['Chandler', 'What?']]",0
Episode 716: The One With The Truth About London," Monica and Chandler's, Phoebe, Joey, Chandler, and Monica are returning from
Central Perk.","[['Chandler', 'Who did you originally want to hook up with?'], ['Monica', 'Okay, fine but please don’t be upset! Okay? I was really\ndepressed okay? And really drunk! I just wanted something stupid and meaningless. I just\nwanted…just sex. So, when I…went to your room that night…I was actually\nlooking…for Joey. (Joey smiles.)']]",-1
Episode 716: The One With The Truth About London," Monica and Chandler's, scene continued from earlier.","[['Chandler', '(To Monica) So you came to the room looking for Joey? Did you ever\nin-intend on telling me about this?'], ['Monica', 'No, because it-it didn’t seem important.'], ['Chandler', 'Oh, it’s not important? It’s not important?! If it\nwasn’t for a bridesmaid you’d be marrying him (Points to Joey) not me!'], ['Monica', 'Noo!! The point is that is was you that was there that night! It\nis you that I am marrying! It is you that I fell in love with!']]",0
Episode 716: The One With The Truth About London," Monica and Chandler's, scene continued from earlier.","[['Chandler', 'I don’t believe it. The most romantic night of my life and\nI’m runner up.'], ['Monica', 'Chandler, please! Do you know how unbelievably glad I am that Joey was\nnot there that night?!']]",0
Episode 716: The One With The Truth About London," Monica and Chandler's, scene continued from earlier.","[['Chandler', 'Okay, it’s just weird! Okay? I don’t want to be standing\ntheir saying my vows and then having the mental image of you and Monica! I-I-I need…I\ndon’t know what I need. I need a walk.'], ['Monica', 'Wait Chandler come on, let’s—it’s not a big deal!'], ['Chandler', 'It is to me. You wanted to sleep with Batman, and instead you\nhad to settle for Robin. (Walks out and slams the door.)']]",-1
Episode 716: The One With The Truth About London," Central Perk, Chandler and Monica are entering. Phoebe and Joey are sitting on
the couch.","[['Chandler', 'Yeah, we talked and Monica made me see that I over reacted a little\nbit and some things in life are more important.'], ['Monica', 'Yeah baby! (Phoebe and Joey nod.)']]",1
Episode 717: The One With The Cheap Wedding Dress," Central Perk, Monica, Chandler, Phoebe, and Joey are there. Monica is holding a
piece of paper.","[['Chandler', 'Oh since forever! I used to go all over town listening to bands!'], ['Monica', 'Chandler.'], ['Chandler', 'Gap commercial. (To Monica) So did you book them? Did you call?'], ['Monica', 'I will.'], ['Chandler', 'Do you want me to call?'], ['Monica', 'No, I’ll do it. You just stick to your job.']]",0
Episode 717: The One With The Cheap Wedding Dress," Monica and Chandler's, Chandler is entering without touching anything with his
hands. Phoebe, Monica, and Rachel are there.","[['Monica', 'Phoebe, he’s gotta be in the room for that to work.'], ['Chandler', '(returning) What are you guys talking about?'], ['Monica', 'Well umm, we were just talking about the y’know, the Swing Kings\nand just wondering whether y’know, they were the right way to go.']]",0
Episode 717: The One With The Cheap Wedding Dress," Gramercy Bistro, Ross and Kristen are waiting for their table to be ready.
Ross is returning from talking to the Maitre d'.","[['Chandler', 'Well it’s just while Monica and I were dancing to them it\nwas…the first time I knew that…you were the woman I wanted to dance all my\ndances with.'], ['Monica', 'Oh crap!']]",1
Episode 717: The One With The Cheap Wedding Dress," Monica and Chandler's, Chandler is entering.","[['Chandler', 'Hi, honey! I’m home!'], ['Monica', '(from the bedroom) Don’t come in here!'], ['Chandler', 'Why? Do you have another boyfriend in there or something?'], ['Monica', 'No! We only mess around at his place!'], ['Chandler', 'Y’know it’s funny I started it but, now it’s\nscaring me.\nSo could you come out here please?'], ['Monica', 'No, I’m wearing a wedding dress.'], ['Chandler', 'Oh you got a wedding dress? That’s great!'], ['Monica', 'Yeah but I’m not keeping it.'], ['Chandler', 'Well then why can’t I see it?'], ['Monica', 'Oh. I guess you can. Okay but; I-I have to return it, so you can’t\nlike it.'], ['Chandler', 'Okay I promise. I’ll-I’ll hate it. (She enters.) Wow!\nYou-you look…hideous.'], ['Monica', 'Really?'], ['Chandler', 'Yeah, that’s like the most ugliest dress I’ve ever seen.\nWh-why do you have to return it?'], ['Monica', 'Oh because it doesn’t…really fit. Oh by the way, I-I booked\nthe Swing Kings.'], ['Chandler', 'Oh that’s great! Great! Thanks! But that dress I mean it’s\nlike yuck! It’s terrible! It makes me wanna just rip it right off of you!'], ['Monica', 'Okay! But you can’t rip it. Well, maybe a little.'], ['Chandler', 'Okay!']]",1
Episode 717: The One With The Cheap Wedding Dress," Monica and Chandler's, Chandler, Joey, and Ross are watching a basketball game
on the couch.","[['Monica', '(entering) Hey guys! Do you wanna look at the song list for the wedding?\n(They ignore her.) Guys?'], ['Chandler', '(without turning around) I thought you were gonna be gone all day.'], ['Monica', ' Alright, what’s going on?']]",0
Episode 718: The One With Joey's Award," The 2001 Soapie Awards, Joey’s category is up next and the presenter walks
to the podium.","[['Monica', 'See? That’s what I mean. I mean that, that’s great! But\nI wouldn’t trade in what I have for that. I mean I’m gonna be with Chandler for\nthe rest of my life, and that’s what makes me happy. (Chandler approaches.) Hey\nsweetie, come here! Come sit down. Hey Phoebe and I were just talking about how our\nrelationship is deep and meaningful. It really is, don’t you think?'], ['Chandler', 'Oh totally! (Holds up his finger.) Pull my finger.']]",1
Episode 718: The One With Joey's Award," Ross’s classroom, he has just finished his lecture and the students are
filing out.","[['Monica', 'Honey, as we get closer to the wedding, is there anything that you would\nlike to talk about or share?'], ['Chandler', 'Okay. Well, I think the centerpieces are too big'], ['Monica', 'You’re wrong! The centerpieces are fine! Do you ever get scared at\nall?'], ['Chandler', 'Kinda. They’re really big.'], ['Monica', 'Doesn’t it ever just freak you out that-that you’re never\ngonna be with anybody new again?'], ['Chandler', 'What?'], ['Monica', 'Just, I love you so much. Just…It’s just sometimes it bothers\nme that I’m never gonna have that feeling. Y’know when you meet someone for the\nfirst time and it’s new and exciting? Y’know that rush?'], ['Chandler', 'No. No, see when I first meet somebody it’s uh it’s mostly\npanic, anxiety, and a great deal of sweating.'], ['Monica', 'Okay, but all right you’re a guy, does it not freak you that\nyou’re never gonna sleep with anybody else?'], ['Chandler', 'Sleeping with somebody new: anxiety, panic, and, I’m afraid, even\nmore sweating.'], ['Monica', 'Even with me?'], ['Chandler', 'I was dangerously dehydrated during the first six months of our\nrelationship. (Monica laughs.) Look, for me the rush is knowing that we are gonna be\ntogether for the rest of our lives.'], ['Monica', 'Really?'], ['Chandler', 'Well yeah! But now that I know that you’re having these thoughts,\nI’m back to panic, anxiety, and uh I’m definitely gonna need some kind of sports\ndrink.'], ['Monica', 'Come here! Come here! (They hug.) Sweetie you don’t have to worry.\nNo, besides y’know what? I’m gonna have a lot of new things with you. The first\ntime we buy a house. Our first kid. Our first grandkid…'], ['Chandler', '(hoarsely) Water! Water! Water!']]",1
Episode 719: The One With Ross and Monica's Cousin," Monica and Chandler's, Monica is on the couch writing when Chandler enters to
make his brief cameo.","[['Chandler', 'Hey!'], ['Monica', 'Hey!'], ['Chandler', 'Y’know I’m-I’m really glad we decided not to sleep\ntogether before the wedding.'], ['Monica', 'Oh boy, me too!'], ['Chandler', 'Y’know I was thinking if we had a…a big fight and uh we\nbroke up for a few hours…'], ['Monica', 'Yeah?'], ['Chandler', 'Technically we could have sex again. What do you think, bossy and\ndomineering?!'], ['Monica', 'The wedding is off, sloppy and immature!'], ['Chandler', 'That’s me! Come on!'], ['Monica', 'Okay. (They both jump up to head for their room, but Monica stops.) But\nwait, we can’t. My Cousin Cassie is in the guest room, we’re supposed to have\nlunch.'], ['Chandler', 'Well, get rid of her, obsessive and shrill.'], ['Monica', 'Shrill?! The wedding is back on!']]",0
Episode 719: The One With Ross and Monica's Cousin," Central Perk, Ross is there as Chandler and Monica enters.","[['Monica', '(catching him) Chandler!'], ['Chandler', 'I’ll be right with you.']]",0
Episode 719: The One With Ross and Monica's Cousin," Central Perk, Ross is there as Chandler and Monica enters.","[['Chandler', 'I was not staring at her. Okay? I was just listening intently.\nIt’s called being a good conversationalist. Watch. (Stares at Monica’s eyes.)\nSay something.'], ['Monica', 'You were staring about eight inches south of there.']]",0
Episode 719: The One With Ross and Monica's Cousin," A Casting Director’s Office, Joey is entering for his callback.","[['Monica', 'She looks exactly like Aunt Marilyn.'], ['Chandler', 'Umm, so this Aunt Marilyn is-is-is-is she coming to the wedding?'], ['Monica', 'Wafer thin ice!']]",0
Episode 720: The One With Rachel's Big Kiss," Monica and Chandler's, Monica is working on the seating chart while Chandler
looks on and Rachel reads.","[['Monica', '(To Chandler) Okay, the red ones are my guests and the blue ones are\nyours.'], ['Chandler', 'This is so sad. I mean, I only have like ten pins.'], ['Monica', 'Chandler, relax it’s not a contest. (To Rachel) Certainly not a\nclose one.']]",0
Episode 720: The One With Rachel's Big Kiss," Monica and Chandler's, Monica is working on the seating chart while Chandler
looks on and Rachel reads.","[['Chandler', 'Y’know I think we should invite them.'], ['Monica', 'Oh please, you just want more blue pins.'], ['Chandler', 'Well this is just sad!'], ['Monica', 'All right, all right. Maybe I can fit them in if I just do some\nrearranging. But uh, Rachel may actually have to sit at the bar!']]",0
Episode 720: The One With Rachel's Big Kiss," Monica and Chandler's, Monica is on the couch as Chandler disgustedly enters.","[['Chandler', 'Ross is Batman!'], ['Monica', 'Well, he did manage to keep his identity secret for a long time.'], ['Chandler', 'Rachel got Ross the tuxedo that Val Kilmer wore in Batman. Okay Batman\nis so much cooler than James Bond!'], ['Monica', 'What are you talking about?! 007 has all those gadgets!'], ['Chandler', 'Batman has a utility belt!'], ['Monica', '007 has a fancy car!'], ['Chandler', 'Batman has the Batmobile!'], ['Monica', '007 gets all the ladies.'], ['Chandler', 'Batman has Robin! (Pause) We get ESPN right?'], ['Monica', 'How about you go put on your 007 tuxedo and I’ll make you a nice\nmartini.'], ['Chandler', 'Actually, I don’t like martinis.'], ['Monica', 'How about a Youhoo with a funny straw?'], ['Chandler', 'Ooh, yum! (Runs into the bedroom.)']]",0
Episode 720: The One With Rachel's Big Kiss," Monica and Chandler's, Monica and Chandler are working on the seating chart as
Ross enters carrying his tux around.","[['Chandler', 'I would but mine doesn’t fit. The pants are a little tight.'], ['Monica', 'A little tight? I could see double-oh and seven in those pants.']]",0
Episode 720: The One With Rachel's Big Kiss," Monica and Chandler's, Monica and Chandler are working on the seating chart as
Ross enters carrying his tux around.","[['Monica', '(defeated) Oh.'], ['Chandler', 'Well, you’re welcome. And tell them we’re really glad\nthey’re coming.']]",0
Episode 721: The One With The Vows," Monica and Chandler's, Monica is at the kitchen table and Chandler is in the
living room.","[['Monica', 'Do you realize that four weeks from today we’re getting married?\nFour weeks baby!! Four weeks!!!'], ['Chandler', 'Do you realize you get louder each week?'], ['Monica', 'There’s still so much to do. Have you written your vows yet?'], ['Chandler', 'I figured I’d buy those. Pat, I’d like to buy a vow.\n(Laughs)'], ['Monica', 'Sweetie, you know I have no sense of humor when it comes to the wedding.'], ['Chandler', 'Right. So uh, have you written yours yet?'], ['Monica', 'No! But I know exactly what I’m going to say.'], ['Chandler', 'Do you happen to know what I’m going to say?'], ['Monica', '(handing him a pad of paper and a pen) Let’s just do it right now.\nOkay? It won’t be hard. Just say what’s in your heart. (She goes back, sits\ndown, and starts feverishly writing.)'], ['Chandler', '(watching in her) (in his head) Look at her go! She must love me\nmore than I love her! What’s wrong with me? Ooh, don’t open that door.']]",0
Episode 721: The One With The Vows," Monica and Chandler's, Monica has hit a writer’s block as Rachel and
Phoebe enter.","[['Monica', 'Now everybody knows the basic erogenous zones. (She starts labelling\nthem) You got one, two three, four (Chandler is shocked to find out there’s more than\nthree), five, six, and seven!'], ['Chandler', '(shocked) There are seven?! (Points to one) That’s one?'], ['Monica', 'It’s kind of an important one!'], ['Chandler', 'Oh, y’know-y’know what, I was looking at it upside down.']]",0
Episode 721: The One With The Vows," Monica and Chandler's, Monica has hit a writer’s block as Rachel and
Phoebe enter.","[['Chandler', 'Nice try.'], ['Monica', ""Wait, wait, wait! (She puts a Shriner's hat on the turkey.)""], ['Chandler', 'Look, Monica…'], ['Monica', 'Look! (She puts a big, yellow pair of sunglasses on the bird.)'], ['Chandler', 'This is not going to work.'], ['Monica', 'I bet this will work! (She starts dancing and Chandler cracks up.)'], ['Chandler', 'You are so great! I love you!']]",1
Episode 721: The One With The Vows," Monica and Chandler's, Monica has hit a writer’s block as Rachel and
Phoebe enter.","[['Monica', 'What?'], ['Chandler', 'Nothing! I said, I said ""You\'re so great"" and then I just, I\njust stopped talking!'], ['Monica', ""You said you loved me! I can't believe this!""], ['Chandler', ""No I didn't!""], ['Monica', 'Yes, you did!'], ['Chandler', ""No I didn't!""], ['Monica', 'You love me!'], ['Chandler', ""No I don't! Stop it! Stop it! Stop it! Stop it!""]]",1
Episode 721: The One With The Vows," Monica and Chandler's, Monica has hit a writer’s block as Rachel and
Phoebe enter.","[['Monica', 'Then all your stuff would be here.'], ['Chandler', 'Well, what if all my stuff was here?'], ['Monica', 'Then you’d be going back and forth all the time, I mean it\ndoesn’t make any sense.'], ['Chandler', 'Okay. What if we lived together and you understand what I’m\nsaying?']]",0
Episode 721: The One With The Vows," Monica and Chandler's, Monica has hit a writer’s block as Rachel and
Phoebe enter.","[['Monica', 'Chandler… In all my life… I never thought I would be so lucky.\n(Starting to cry.) As to…fall in love with my best…my best… There’s a\nreason why girls don’t do this!'], ['Chandler', ""Okay! (He joins her on one knee) Okay! Okay! I'll do it!\xa0 Oh God,\nI thought… (Starting to cry, pauses) Wait a minute, I-I can do this. (Pause) I\nthought that it mattered what I said or where I said it. Then I realized the only thing\nthat matters is that you, (Pause) you make me happier than I ever thought I could be.\n(Starting to cry again.) And if you’ll let me, I will spend the rest of my life\ntrying to make you feel the same way. (Pause as he gets out the ring.) Monica, will you\nmarry me?""], ['Monica', 'Yes.']]",1
Episode 721: The One With The Vows," Central Perk, Phoebe and Rachel are on the couch as Joey and Ross enter.","[['Chandler', ""Are you okay? I'm so sorry, he wouldn't leave. He kept asking me about\nchicken.""], ['Monica', 'Chicken? I could eat some chicken.'], ['Chandler', 'Hey Joe!']]",0
Episode 721: The One With The Vows," Central Perk, Phoebe and Rachel are on the couch as Joey and Ross enter.","[['Chandler', ""No-no-no-no-no! You can't!""], ['Monica', ""Please? Please?! We just don't want to deal with telling everyone, okay?\nJust promise you won't tell.""]]",0
Episode 721: The One With The Vows," Central Perk, Phoebe and Rachel are on the couch as Joey and Ross enter.","[['Monica', ""(on phone) I can't wait to be with you!\xa0 I'll just tell Rachel I'm\ngonna be doing laundry for a couple of hours.""], ['Chandler', '(on phone) Laundry. Huh. Is that my new nickname? (Rachel is\nabsolutely stunned, she opens her mouth in absolute amazement.)'], ['Monica', ""(on phone) Awww, y'know what your nickname is, Mr. Big…""]]",1
Episode 721: The One With The Vows," Central Perk, Phoebe and Rachel are on the couch as Joey and Ross enter.","[['Chandler', ""(after they've left) Okay, did you see that?! With the inappropriate\nand the pinching!!""], ['Monica', 'Actually, I did!'], ['Chandler', ""Okay, so now do you believe that she's attracted to me?""], ['Monica', 'Ohhh, oh my God! Oh my God! She knows about us!']]",0
Episode 721: The One With The Vows," Central Perk, Phoebe and Rachel are on the couch as Joey and Ross enter.","[['Monica', ""Oh man, they think they are so slick messing with us! But, see,\nthey don't know that we know that they know! So…""], ['Chandler', 'Ahh yes, the messers become the messees!']]",0
Episode 721: The One With The Vows," Central Perk, Phoebe and Rachel are on the couch as Joey and Ross enter.","[['Chandler', 'Listen, this is totally getting out of hand! Okay? She wants me to put\nlotion on her!'], ['Monica', ""She's bluffing!""], ['Chandler', ""Look, she's not backing down! She went like this! (He does a little\nmimic of her dance.)""]]",0
Episode 721: The One With The Vows," Central Perk, Phoebe and Rachel are on the couch as Joey and Ross enter.","[['Monica', 'You go back out there, and you seduce her till she cracks!'], ['Chandler', 'Okay, give me a second! (Pause) Did you clean up in here?'], ['Monica', 'Of course.']]",0
Episode 721: The One With The Vows," Central Perk, Phoebe and Rachel are on the couch as Joey and Ross enter.","[['Chandler', ""Love her! That's right, I…LOVE…HER!!! I love her!! (They\nwalk together and hug.) I love you, Monica.""], ['Monica', 'I love you too, Chandler. (They kiss.)']]",1
Episode 721: The One With The Vows," Central Perk, Phoebe and Rachel are on the couch as Joey and Ross enter.","[['Monica', ""Well actually, Ross doesn't.""], ['Chandler', ""Yes, and we'd appreciate it if no one told him yet.""]]",0
Episode 721: The One With The Vows," Central Perk, Phoebe, Rachel, Joey and Ross are talking.","[['Monica', 'Oh that’s so sweet.'], ['Chandler', 'So we both finished our vows.']]",1
Episode 721: The One With The Vows," Central Perk, Phoebe, Rachel, Joey and Ross are talking.","[['Monica', 'Chandler!!'], ['Chandler', 'Don’t worry honey, we’ll make yours funnier.']]",0
Episode 722: The One With Chandler's Dad," Monica and Chandler's, Monica and Phoebe are counting the invitations as
Chandler exits from the bathroom.","[['Monica', 'Chandler, we still haven’t gotten an RSVP from your dad.'], ['Chandler', 'Oh! Right. Umm, maybe that’s because I didn’t send him an\ninvitation.'], ['Monica', 'Chandler! He’s your father; he should be at the wedding.'], ['Chandler', 'I don’t even know the man. Okay? We’re not that close. I\nhaven’t seen him in years.'], ['Monica', 'Well what are you gonna do when he finds out he wasn’t even asked?!'], ['Chandler', 'Well he doesn’t have to know! It’s not like we run in the\nsame circles. I hang out with you guys, and he stars in a drag show in Vegas.']]",0
Episode 722: The One With Chandler's Dad," Monica and Chandler's, Monica and Phoebe are counting the invitations as
Chandler exits from the bathroom.","[['Chandler', 'Trust me, you don’t want him there either. Okay? Nobody is gonna\nbe staring at the bride when the father of the groom is wearing a back-less dress.'], ['Monica', 'So what! As long as he’s not wearing a white dress and a veil I\ndon’t care.']]",0
Episode 722: The One With Chandler's Dad," Central Perk, Phoebe is there as Joey enters.","[['Monica', 'Here! (She sets a bag down in front of him.)'], ['Chandler', 'What’s this?'], ['Monica', 'It’s your suitcase. We’re going to Las Vegas.'], ['Chandler', 'Are you serious?! I mean like eloping?! No more stupid wedding stuff?!\nNo more these flowers or these flowers or these flowers—Think of the money we’ll\nsave!! (Monica just looks at him.) We’re not eloping. I love the flowers. Can our\nwedding be bigger please?'], ['Monica', 'We’re going to Las Vegas to see your dad. It’s time you two\ntalked, and I want to get to know my father-in-law.'], ['Chandler', 'Y’know we already went over this and I won!'], ['Monica', 'No you didn’t. Oh and honey, just so you know, now that you’re\nmarrying me, you don’t get to win anymore.'], ['Chandler', 'Look forget it okay? I don’t want to go. I don’t want to see\nhim. I don’t wanna.'], ['Monica', 'Chandler, look I-I know that your dad embarrassed you. I know…'], ['Chandler', 'No-no all kids are embarrassed by their parents, you’d\nhave to come up with a whole new word for what I went through. When I was in High School,\nhe used to come to all of my swim meets dressed as a different Hollywood starlet.\nY’know it’s hard enough to be fourteen. You’re skinny. You’re wearing\nspeedos—That your mom promised that you would grow into! And you look up into the\nstands and there’s your dad cheering you on dressed as Carmen Miranda. He was wearing\na headdress with real fruit that he will later hand out to your friends as a\nhealthy snack!'], ['Monica', 'Hey, the point is that he was at every one of your swim meets and he was\nthere cheering you on! Okay? That’s a, that’s a pretty great dad.'], ['Chandler', 'He had sex with Mr. Garibaldi!'], ['Monica', 'Who’s Mr. Garibaldi?'], ['Chandler', 'Does it matter?!'], ['Monica', 'Chandler, you’re not fourteen anymore. Okay? Maybe it’s time\nthat you let that stuff go. If your father’s not at your wedding…you’re\ngonna regret it for the rest of your life.'], ['Chandler', 'Yeah o-okay, but I’m just doing this for you.'], ['Monica', 'Yes!'], ['Chandler', 'So I really never get to win anymore?'], ['Monica', 'How much did ever really win before?']]",0
Episode 722: The One With Chandler's Dad," Joey and Rachel's, Joey is walking from the bathroom to his bedroom and walks
past a pile of Rachel’s laundry, which just happens to include a selection of
panties. He stops, goes back to the basket, looks for Rachel, picks up a lavender thong,
and heads for his bedroom. However, he decides he doesn’t like his selection and goes
back this time picking up a red low-cut silk brief and heads for his room, flexing along
the way to prove his masculinity.","[['Monica', 'I still say that if we had called your dad we coulda gotten better\nseats.'], ['Chandler', 'No! No! I don’t want him to know we’re here yet! I’m not\nsure I’m ready for that. And besides, he’s not gonna be too happy to see me\neither.'], ['Monica', 'Why not?!'], ['Chandler', 'I don’t know if I’ve told you this, but he’s kinda\ntried to get in contact with me a lot over the last few years'], ['Monica', 'What?!'], ['Chandler', 'Yeah, he’s made phone calls, written letters, he even came to New\nYork, but I always said I was too busy to see him. Y’know it’s all very Cats\nin the Cradle—I don’t want to get into it. (The show starts.) Here we go.']]",0
Episode 722: The One With Chandler's Dad," 4 Queens Club, Helena Handbasket is singing.","[['Monica', 'That can’t be your father.'], ['Chandler', 'Believe me, I’ve been saying that for years. Oh my God!'], ['Monica', 'What?'], ['Chandler', 'That’s Mr. Garibaldi playing the piano.']]",0
Episode 722: The One With Chandler's Dad," 4 Queens Club, Helena Handbasket is singing.","[['Chandler', 'He’s coming into the audience. He’s coming into the\naudience.'], ['Monica', 'Relax! You’ll be fine. (Chandler exhales and turns off the table\nlight.) Oh much better. You’re invisible now.']]",0
Episode 722: The One With Chandler's Dad," 4 Queens Club, scene continued from earlier.","[['Monica', '(To Chandler) You okay?'], ['Chandler', 'Yeah. Thanks for making me do this.']]",1
Episode 723: The One With Monica and Chandler's Wedding," Central Perk, everyone is there.","[['Chandler', 'Yep! From now on its gonna be the four of you guys and me and the\nmrs. The little woman. The wife. The old ball and chain.'], ['Monica', 'Old?'], ['Chandler', 'The young hot ball and chain.'], ['Monica', 'That’s much better.']]",0
Episode 723: The One With Monica and Chandler's Wedding," Monica and Chandler's, Monica is standing in the kitchen ready to leave for the
rehearsal dinner.","[['Monica', 'Honey, we gotta go!'], ['Chandler', '(entering from the bedroom) Okay. Here’s a question you never\nhave to ask. My dad just called and wanted to know if he could borrow one of your pearl\nnecklaces.'], ['Monica', '(laughs) I don’t have anything like that, but let me go see if\nRachel does.'], ['Chandler', 'Yes, include more people in this.'], ['Monica', 'Hey, do you realize that at this time tomorrow we’ll be getting\nmarried?'], ['Chandler', 'Wait a minute! I have a date tomorrow night.'], ['Monica', 'I just, I can’t believe that we made it!'], ['Chandler', 'Well you don’t have to sound so surprised.'], ['Monica', 'I’m sorry but…nothing.'], ['Chandler', 'What?'], ['Monica', 'Well…honestly ever since we got engaged I have been waiting for\nsomething to.. to flip you out.'], ['Chandler', 'Honestly? Me too.'], ['Monica', 'Really?'], ['Chandler', 'Yeah. Y’know I keep thinking that something stupid is gonna come\nup and I’ll go all…Chandler. But nothing has.'], ['Monica', 'Ohh, I’m so glad. Thank you so much for staying so calm during\nthis. I mean it’s really, it’s made me stay calm. (Chandler just looks at her.)\nI coulda been worse!'], ['Chandler', 'Okay. I’ll be right there.']]",1
Episode 723: The One With Monica and Chandler's Wedding," The Rehearsal Dinner, Chandler and Monica are greeting guests as they arrive. A
woman enters.","[['Monica', 'Hey Maureen! (They hug.) Gosh! Hey uh, Chandler? This is my cousin\nMaureen.'], ['Chandler', 'We’re the Bings.']]",0
Episode 723: The One With Monica and Chandler's Wedding," The Rehearsal Dinner, Chandler and Monica are greeting guests as they arrive. A
woman enters.","[['Chandler', 'Hi…dad.'], ['Monica', 'Hi Mr.…Bing.']]",0
Episode 723: The One With Monica and Chandler's Wedding," The moment we waited for has finally arrived. It’s time for Monica and
Chandler’s wedding. We’ve got violins playing Every Breath You Take,
we’ve got guests seated, and Chandler starts walking down the aisle with his parents
on either arm.","[['Chandler', 'You look beautiful. Is this new? (Her dress.)'], ['Monica', 'Not now.'], ['Chandler', 'Okay.']]",0
Episode 723: The One With Monica and Chandler's Wedding," The moment we waited for has finally arrived. It’s time for Monica and
Chandler’s wedding. We’ve got violins playing Every Breath You Take,
we’ve got guests seated, and Chandler starts walking down the aisle with his parents
on either arm.","[['Chandler', 'I do.'], ['Monica', 'I do.']]",1
Episode 723: The One With Monica and Chandler's Wedding," The moment we waited for has finally arrived. It’s time for Monica and
Chandler’s wedding. We’ve got violins playing Every Breath You Take,
we’ve got guests seated, and Chandler starts walking down the aisle with his parents
on either arm.","[['Chandler', '(To Monica) I love you. And I know about the baby.'], ['Monica', 'What baby?'], ['Chandler', 'Our baby.'], ['Monica', 'We have a baby?'], ['Chandler', 'Phoebe found your pregnancy test in the trash.'], ['Monica', 'I didn’t take a pregnancy test.'], ['Chandler', 'Then…who did?']]",0
Friends: The Stuff You've Never Seen," Central Perk, the cast of Friends along with Conan O’Brien are sitting and
talking.","[['Monica', 'Are you saying that you don’t want to get with this?'], ['Chandler', 'You see, I don’t say—(Starts laughing.)']]",0
"Episode 801: The One After ""I Do"""," The Wedding Hall, Monica and Chandler have just said ""I do,"" and the
photographer is taking the required pictures. First of Monica, Chandler, Ross and Joey.","[['Chandler', 'What?! What are you talking about?'], ['Monica', 'What are you talking about?']]",0
